,text,label,predicted_result
1411,Philippines backs US plan to sail ship near Chinese island on South China Sea,news,news
1412,I Wasn't Sure I Ever Wanted To See Animals In The Womb...But This Is Just Amazing,clickbait,clickbait
1413,RSS Leaders reservation remark: NDAs Bihar allies make strong pitch for quota,news,news
1414,"Ravindra Jadeja, R Ashwin rested for three match T20I series against England",news,news
1415,Tamil Nadu: Teenage lovers commit suicide,news,news
1416,Style At The People's Choice Awards,clickbait,clickbait
1417,Unauthorised homes at leprosy colony must go: Delhi High Court,news,news
1418,Gujarat fishermans wife seeks info on his death in Pakistan jail,news,news
1419,This Gorgeous Tree Sculpture From China Has Been Setting Some Awesome Records,clickbait,clickbait
1420,Moon Express raises $20m for 2017 voyage to the moon,news,news
1421,17 Things That Happen When You Develop A Crush,clickbait,clickbait
1422,Whoa: ABC Just Canceled Modern Family In Order To Teach People That Something You Love Can Be Ta,clickbait,clickbait
1423,"Is Food Porn a Real Thing? After Seeing This, I Think Yes",clickbait,clickbait
1424,"Indonesian plane debris seen in Papua; carried 54 people, $470,000 govt cash [video]",news,news
1425,Anne Hathaway to join Rebel Wilson in remake of Dirty Rotten Scoundrels,news,news
1426,"Donald Trump inauguration: Six policemen injured, 217 protesters arrested in Washington",news,news
1427,Flavored liquids in e-cigarettes can be hazardous for health,news,news
1428,28 People Who Are Way Too Good At Snapchat...I Died Laughing at #3,clickbait,clickbait
1429,49 Celebs Who Nailed The Whole #TBT Thing In 2016,clickbait,clickbait
1430,Jeff Sessions Deflects Questions About His Anti-LGBT Record,clickbait,clickbait
1431,"Im more focused on what I have to do, just waiting for opportunities: Karun Nair",news,news
1432,Teen addicted to Internet games is rare patient in a Delhi hospital,news,news
1433,BMC polls: State Election Commission panel to check on daily campaign expenditures,news,news
1434,Chris Ashton makes crucial break to earn Saracens home quarter-final,news,news
1435,Move Over Grumpy Cat! Grumpy Prince George Is An Internet Sensation,clickbait,clickbait
1436,Rati Agnihotri booked for power theft,news,news
1437,Every Type Of Male Character Who Has Ever Appeared In A Romantic Comedy,clickbait,clickbait
1438,Trumps Would-Be Vaccine Commissioner Rallies Anti-Vaccine Groups,clickbait,clickbait
1439,Chinese hackers targeting India-China border dispute: Report,news,news
1440,"Toy Story Is Coming Back, And This Time Andy Is The Toy!",clickbait,clickbait
1441,Proposed Manchester revamp puts synagogue and police station at risk,news,news
1442,"Social care does need more funds, but there are also savings to be made | David Brindle",news,news
1443,Rachel Roddys recipe for pasta with broccoli and sausage | A kitchen in Rome,news,news
1444,"Banks go for cuts, lending rates down by up to 90 bps",news,news
1445,22 Things That Happen When You Are Friends With A Bartender,clickbait,clickbait
1446,Mediums Renewed Focus Left Some Publishers In The Dark,clickbait,clickbait
1447,"Shah Rukh Khan lauds Yuvraj Singh, MS Dhoni post Cuttack heroics",news,news
1448,"West Bengal: Newborns rescued from Cooch Behar, two arrested",news,news
1449,Attention Turns To Security At Trump-Branded Global Properties,clickbait,clickbait
1450,"Sakshi Maharaj blames Muslims for population, poll panel seeks report",news,news
1451,"People 'expect' politicians to claim expenses for sporting events, says Steven Ciobo",news,news
1452,22 People Who Embarassed Themselves On Social Media,clickbait,clickbait
1453,"6 Pistachios Without Cracks, Forever Shrouded In Mystery",clickbait,clickbait
1454,Graham Taylor put Watford on an upward path and rescued Paul McGrath | Simon Burnton,news,news
1455,"Kolkata: RBI slaps curbs, state bank committee says too late",news,news
1456,"Teenagers rape pregnant woman, record the whole act",news,news
1457,Which Of The New Emojis Will Be Your New Favorite?,clickbait,clickbait
1458,Unicode Approves Breastfeeding And Hijab Emoji,clickbait,clickbait
1459,What You Need To Know About The Secret Trump Dossier,clickbait,clickbait
1460,"The chemos too much, but getting on a clinical trial is gruelling enough",news,news
1461,"23 Animals Who Fail To Realize That You Need Some Time To Yourself, Too",clickbait,clickbait
1462,Melania Trump evokes Jackie Kennedy in blue inauguration outfit,news,news
1463,This Amazing Guy Is Literally Changing The World With Only a Deck Of Cards,clickbait,clickbait
1464,"Brexit barriers would ruin Northern Ireland dairy farms, MPs told",news,news
1465,"Mumbai: Child breaks down in High Court, refuses to go with mother",news,news
1466,18 Services Around The World That Are Bizarre & Unsual. I Can't Believe #4 Really Exists,clickbait,clickbait
1467,"Police officer found with 700,000 of drugs at his home, court told",news,news
1468,An Entire Family Of Bears Died In A Church Parking Lot After Eating A Poisonous Plant,clickbait,clickbait
1469,These Koalas Are Refusing To Load In Support Of Net Neutrality,clickbait,clickbait
1470,This Woman Clapped Back To An Anti-Gay Neighbor Using Christmas Lights,clickbait,clickbait
1471,"8 Fun In The Sun Activities, Unless, God Forbid, You Didnt Pack The Sunscreen",clickbait,clickbait
1472,Demonetisation effect: This holiday season may see fewer tourists,news,news
1473,Creams and masks to beat dryness,news,news
1474,Murder at Abohar Farmhouse: SAD leaders nephew surrenders before police,news,news
1475,Trump's Torture Promise Hits A Deep Nerve For The People Who Worked To Ban It,clickbait,clickbait
1476,Trumps Deals In Turkey Align Him With Powerful Partners,clickbait,clickbait
1477,10 Perfectly Photographed Zoo Animals. All Of Them Are Stunning But #4 Is My Favorite,clickbait,clickbait
1478,When You See This Woman You Will NEVER Expect What She Can Do. I'm Stunned,clickbait,clickbait
1479,AAP government orders special audit of Delhi Agri Marketing Board,news,news
1480,Australia v Pakistan: first ODI  as it happened,news,news
1481,Top seeds toppled on Day 7 of Australian Open,news,news
1482,People Are Moved By A Photo Of Two Women Kissing In The Middle Of A Trump Protest,clickbait,clickbait
1483,Australian Open 2017: Novak Djokovic opens title defence with win  as it happened,news,news
1484,A High School Math Problem Asked Students To Choose Who Sexually Assaulted Maya Angelou,clickbait,clickbait
1485,Crystal Palace move for Arsenals Carl Jenkinson collapses over personal terms,news,news
1486,Rogue One VFX head: We didnt do anything Peter Cushing wouldve objected to,news,news
1487,Pregnancy causes alterations in womens brain to adapt to motherhood,news,news
1488,Global Uncertainty Gets Brushed Off in the U.S. and Europe,news,clickbait
1489,We Tried Makeup Tips From The 2000s And Wow That Stuff Got Dated Fast,clickbait,clickbait
1490,Trump Says This Is The First He's Hearing About Russian Hacking But Nope,clickbait,clickbait
1491,In Memoriam: Remembering All The Content That Didnt Go Viral This Year,clickbait,clickbait
1492,2016 Was Quite A Year. These Are The GIFs That Got Us Through It,clickbait,clickbait
1493,Australian Open: Angelique Kerber cleans up Kristyna Pliskova to race into round four,news,news
1494,This Potato Test Will Reveal What Age Youll Get Married,clickbait,clickbait
1495,Irani Cup: Attacking ton by Wriddhiman Saha raises Rest of Indias hopes of win,news,news
1496,We Know Your Relationship Status From Your Alcohol And Netflix Choices,clickbait,clickbait
1497,The Most Iconic Moments Of 2014 Summed Up Using Play-Doh,clickbait,clickbait
1498,Which Ugly Christmas Sweater Should You Wear Based On Your Zodiac Sign?,clickbait,clickbait
1499,"Donald Trump praises the CIA, bristles over inaugural crowd counts",news,news
1500,Mexicos Fireworks Sellers Are Torn Between Money And A &quot;Time Bomb&quot;,clickbait,clickbait
1501,27 Hilarious Snapchats From Harry Potter That I Never Saw Coming. I Can't Stop Laughing,clickbait,clickbait
1502,Virender Sehwag to head Cricket Operations & Strategy for Kings XI Punjab,news,news
1503,21 Nerdy Jokes That'll Make You Look Smart In Front Of All Of Your Friends. I Died At #5,clickbait,clickbait
1504,Fox News Quietly Settled Sexual Harassment Allegations Against Bill O'Reilly,clickbait,clickbait
1505,European Rugby Champions Cup: talking points from the weekend's action,news,news
1506,2 People Were Killed And 4 Injured In A Shooting At A Louisville Thanksgiving Event,clickbait,clickbait
1507,Sri Lanka eager to hit back after Test whitewash by South Africa,news,news
1508,A Rally For President-Elect Trump Feels A Lot Like One For Candidate Trump,clickbait,clickbait
1509,'Sports has changed attitudes': Obama welcomes Chicago Cubs to White House,news,news
1510,A 6-Year-Old Used Her Sleeping Mom's Thumbprint To Buy $250 Of Toys On Amazon,clickbait,clickbait
1511,Graphic designer in Delhi arrested for printing Rs 6 lakh in fake notes,news,news
1512,These Objects Are Actually Usable But Extremely Uncomfortable. #9 Would Drive Me Nuts,clickbait,clickbait
1513,Girl raped by her teacher in Ahmednagar,news,news
1514,"Mike Pence Is Not The Only One From Trump's Inner Circle To Have Seen ""Hamilton""",clickbait,clickbait
1515,Theresa May to deliver long-awaited Brexit speech on Tuesday,news,news
1516,Tory backbenchers to push for white paper on No 10's Brexit priorities,news,news
1517,MS Dhoni plays captain in optional practice on Saturday,news,news
1518,Tell Us Something Wonderful That Happened To You In 2016,clickbait,clickbait
1519,What The Fuck Just Happened?,clickbait,clickbait
1520,"This Guy Got Bored Dog Sitting For His Boss, So He Recreated Famous Movie Scenes",clickbait,clickbait
1521,NFL divisional round: the teams best placed to score an upset,news,news
1522,This Quiz Will Determine How Obsessed You Are With Manners,clickbait,clickbait
1523,"Shameful: The President Makes Just $20,000 A Year, Excluding Tips",clickbait,clickbait
1524,The Death Of Iran's Former President Comes At A Trying Time For Moderates,clickbait,clickbait
1525,"Trump speaks with Netanyahu, discusses security and stability",news,news
1526,Just 1 minister in Delhi as AAP eyes polls in Punjab & Goa - Times of India,clickbait,news
1527,India calls its Nepal envoy for consultations; Nepal says cant make everyone happy,news,news
1528,Airport Workers Get First $15 Hourly Wage And A Union,clickbait,clickbait
1529,Student Loan Servicer Pays $2.4 Million To Settle Charges,clickbait,clickbait
1530,Mumbai: BJP corporator booked for rape,news,news
1531,Football League your thoughts: Tom Ince on target again to boost Derby County,news,news
1532,Electric car boom fuels interest in Bolivias fragile salt flats,news,news
1533,This Dads Threatening Song To His Daughters BF Is Too Funny. Even Mom Makes A Cameo,clickbait,clickbait
1534,Thane farmers hand over land for Maharashtra Samruddhi Corridor,news,news
1535,"Mozart, Ligeti, Bach: Labyrinth CD review  delightful puzzles",news,news
1536,9 Incredible Structures Recreated Using Only Legos,clickbait,clickbait
1537,"Farmer, son killed in J&K",news,news
1538,'Punishment beatings'? Not with Brussels being this emollient | Mary Dejevsky,news,news
1539,"""69 Love Songs"" Ranked By How Much They Make You Want To 69",clickbait,clickbait
1540,Congress to gherao RBI office on January 18,news,news
1541,"If You Didn't Have These 15 Classic Movies Growing Up, You Definitely Missed Out.",clickbait,clickbait
1542,"KN Ramachandran goes missing on arriving in Kolkata, CPI(ML) accuses police",news,news
1543,"BCCI officials welcome Supreme Court verdict, lifeline for lot of them",news,news
1544,Moves like Middleton: the New York etiquette class that's fit for a queen,news,news
1545,Elon Musk says to expect major Tesla hardware revisions almostannually,news,news
1546,16 Strangely Beautiful Makeup Looks That Were Inspired By Imagination,clickbait,clickbait
1547,"I was not critical about MS Dhoni, he should have stood by Yuvraj in tough times, says Yograj Singh",news,news
1548,17 Photos Of Cats Being Strangely Mysterious #1 Is Downright Creepy,clickbait,clickbait
1549,Seven injured in jallikattu event held in Tiruchi,news,news
1550,Politics Live - readers' edition: Friday 20 January,news,news
1551,"Marks & Spencer, Tesco, Primark and JD Sports lead flurry of Christmas trading news  as it happened",news,news
1552,15 Questionable Drawings Found In Children's Textbooks. These Students Were Obviously Bored In,clickbait,clickbait
1553,A Field Guide to Lies and Statistics review  timely but limited,news,news
1554,34 Gifts For People Who Love To Travel,clickbait,clickbait
1555,23 Stunning Ice & Snow Formations Unlike Anything Youve Ever Seen,clickbait,clickbait
1556,This Cat Discovering The Power Of The Vacuum Cleaner Is The Cutest Thing I've Ever Seen,clickbait,clickbait
1557,How Iraq came together in the fight against Islamic State,news,news
1558,Japan to end tourists' toilet trouble with standardised buttons,news,news
1559,"Kolkata: ED seizes documents from Parasmal Lodhas residence, office",news,news
1560,"Mirjana Lucic-Baroni, Jennifer Brady take different paths to success at Australian Open",news,news
1561,This Is How Ground Troops In Mosul Are Calling US Airstrikes On ISIS,clickbait,clickbait
1562,These Baby Raccoons Were Accidentally Transported Across The Country,clickbait,clickbait
1563,Ministerial meddling behind GPs decision to quit NHS | Letters,news,news
1564,Sena-BJP didnt fulfill 90 per cent promises: Sanjay Nirupam,news,news
1565,17 Things That'll Make You Feel Like The World Is Out To Get You,clickbait,clickbait
1566,Charleston Church Shooter Had A List Of Other Churches In His Car,clickbait,clickbait
1567,Rodney Culleton insists he's a senator: I've still got the badge and the office,news,news
1568,Hollywood Latinas Respond To Trumps Victory,clickbait,clickbait
1569,Modern tribes: the password bore,news,news
1570,Brexiters expect to leave the EU on a free trade crusade. What if they are wrong?,news,news
1571,Can You Get Through This Post Without Spending $50?,clickbait,clickbait
1572,In Europe we see only one loser from Brexit  and it wont be us  | Jean Quatremer,news,news
1573,This Video Will Show You Just How Important It Is To Be Kind To Strangers. This Is Amazing,clickbait,clickbait
1574,India vs England: Dew concern ahead of second ODI in Cuttack,news,news
1575,A Fan With Autism Gets Asked Out To Prom By Her Favorite Wrestler And It's Adorable,clickbait,clickbait
1576,Who killed the curry house? | Bee Wilson,news,news
1577,12 Expert Tips That Will Help You Get The Cheapest Flights Possible,clickbait,clickbait
1578,"China Victory Day: 30 heads of state to attend celebrations, Japan to skip",news,news
1579,"Shikhar Dhawan, Ishant Sharma in Delhi squad for Mushtaq T20",news,news
1580,Reducing cholesterol to newborn baby levels may cut heart attack risk,news,news
1581,We Need To Talk About How Concerts Are Actually Terrible,clickbait,clickbait
1582,Church is working to tackle child abuse  | Letters,news,news
1583,Louis van Gaal to retire from football for family reasons,news,news
1584,"Trump, amid combative start, pledges to rise to moment",news,news
1585,13 Christmas Pugs Who Are So Ready For The Holidays It's Not Even Funny,clickbait,clickbait
1586,Be ready to thwart all threats: Pakistan army chief to soldiers,news,news
1587,Mona Foma: how a summer festival swamped me with ominous foreboding,news,news
1588,12 Cats Who Totally Understand Your Last Minute Shopping Woes,clickbait,clickbait
1589,"Joe Biden To President-Elect Trump: &quot;Grow Up, Donald&quot;",clickbait,clickbait
1590,Horse racing tips: Monday 16 January,news,news
1591,Bregrets? Ive found very few. Polls show remainers are getting over it | Deborah Mattinson,news,news
1592,"We didnt execute our plans well enough, admits disappointed Eoin Morgan",news,news
1593,"Demonetisation: 35 per cent job losses, 50 per cent revenue dip, says study by largest organisation of manufacturers",news,news
1594,7 Amazing Stories Behind Celebrities Stage Names,clickbait,clickbait
1595,"A year after Rohith Vemula suicide, signs of rift in student unity",news,news
1596,"Samantha Bee on Kellyanne Conway: 'Soulless, machiavellian despot'",news,news
1597,Theresa Mays Vogue shoot is a smart fashion statement | Anne Perkins,news,news
1598,13 Mind-Blowing Facts About Oceans. Did You Know There's An IMMORTAL Jellyfish?,clickbait,clickbait
1599,This Is Why Driving Scares Me -- How Does a Car Get Stuck On An Escalator?,clickbait,clickbait
1600,Black Friday Shoppers Completely Destroyed This Nike Store,clickbait,clickbait
1601,Enduring legacy of BBCs Play for Today | Letters,news,news
1602,Danny Huston to star in Royal Court adaptation of Robert Evans' memoir,news,news
1603,12 Things We Learned in JK Rowlings NEW Harry Potter Short Story,clickbait,clickbait
1604,Roger Federer through to Australian Open quarter finals,news,news
1605,18 Little Kids Who Might Be True Evil,clickbait,clickbait
1606,Bangladesh hangs two top opposition leaders for war crimes,news,news
1607,19 Pics Of The World's Greatest Dads...#13 Is Too Precious For Words,clickbait,clickbait
1608,People Post The Craziest Things On Facebook...But These 13 Posts Just Cross The Line,clickbait,clickbait
1609,One held for looting man while posing as vigilance officer in Kolkata,news,news
1610,13 Adorable Guinea Pigs That Will Make Your Heart Explode. I Can't Handle The Hipster One,clickbait,clickbait
1611,Behind Closed Doors At Davos: Make Elites Great Again,clickbait,clickbait
1612,"Trump Plans Election ""Victory Tour"" Of States He Won",clickbait,clickbait
1613,Passing Driver Fatally Shoots Man Attacking Arizona Officer In The Road,clickbait,clickbait
1614,These Women Are Behind Some Of Your Favorite Lesbian Sex Scenes On TV,clickbait,clickbait
1615,This Guy Adorably Proposed To His Unsuspecting Girlfriend In A Photo Booth,clickbait,clickbait
1616,These 11 Earth Friendly Products Are Too Genius. I NEED #4!,clickbait,clickbait
1617,Andy Murray crashes out of Australian Open to inspired Mischa Zverev,news,news
1618,26 Baby Steps For Representation In Hollywood In 2016,clickbait,clickbait
1619,In Defense Of Fruitcake,clickbait,clickbait
1620,Here's How Much Britney Spears Has Changed Since Her First Music Video,clickbait,clickbait
1621,'Theyre collaborating all the time': the schools making the most of mobile,news,news
1622,They Just Had to go Too Far. 16 Insane Bacon Creations..#4 is Actually Vile,clickbait,clickbait
1623,8 Cashiers Who Think Theyre People,clickbait,clickbait
1624,"Australian Open 2017, Day 6: As it happened",news,news
1625,Shillong Lajong FC confident of points in coming matches,news,news
1626,Carl Paladino Makes Racist Comments Targeting President And First Lady In 2017 Wishlist&quot;,clickbait,clickbait
1627,These 12 Pics Are Proof That Cats Are The Most Dramatic Pets Ever.,clickbait,clickbait
1628,Theresa May has called Sturgeons bluff over a second Scottish referendum | Alex Bell,news,news
1629,18 Cartoons Reacting To What's Happening In East Aleppo,clickbait,clickbait
1630,This Artist Is A Master At Deception. His Paintings Will Totally Trick You,clickbait,clickbait
1631,23 Cats Who Probably Just Lost 1 Of Their 9 Lives. #4 Is PRICELESS,clickbait,clickbait
1632,Xi Jinping to become the first Chinese president to attend WEF in Davos,news,news
1633,"Chemotherapy may cause women to grow new eggs, says study",news,news
1634,Every Political Party In France Is Using Trump As An Example To Their Followers,clickbait,clickbait
1635,"What I Thought During The ""Gilmore Girls"" Revival",clickbait,clickbait
1636,Police Seized &quot;Evidence&quot; From A Newspaper After It Reported On Alleged City Corruption,clickbait,clickbait
1637,Pratyusha Banerjees boyfriend Rahul Singh booked for abetment to suicide,news,news
1638,Italian MP opens inquiry into mistaken identity fears in people-smuggling case,news,news
1639,South Asians In Hollywood Urge Engagement After Trump Win,clickbait,clickbait
1640,6 Ridiculous Historical Stories You Think Are True,clickbait,clickbait
1641,Chatterbox: Monday,news,news
1642,Kanye West Released From Hospital After One Week,clickbait,clickbait
1643,Can You Name These Lesser-Known Disney Movies From A Screenshot?,clickbait,clickbait
1644,Inauguration Day: A guide to Donald Trumps swearing-in ceremony,news,news
1645,Garden Bridge: don't bank on it not being built,news,news
1646,"My Son, My Enemy: How Turkeys War Tears Apart Families",clickbait,clickbait
1647,"Real Madrids Luka Modric, Marcelo sustain muscle injuries",news,news
1648,"David Boon, Matthew Hayden inducted into Australian Cricket Hall of Fame",news,news
1649,Why Your Mother And I Are Getting Divorced As Explained By Orange Is The New Black GIFs,clickbait,clickbait
1650,Fatal sleeping sickness can spread through skin,news,news
1651,17 Animals Who HATE Your Kids. #3 Isn't Even Trying To Hide It Anymore,clickbait,clickbait
1652,"These Cakes Might Look Sweet, But There's Something Different About Them",clickbait,clickbait
1653,This Is Genius: A Table That Lets Your Cat Play While You Work,clickbait,clickbait
1654,Trump To Close Trump Foundation To Avoid Possible Conflicts Of Interest During Presidency,clickbait,clickbait
1655,Dylann Roof Says He Won't Call Witnesses Or Present Evidence To Save His Life,clickbait,clickbait
1656,"Delhi: PWD engineer, accused of demanding, accepting bribe, sent to 4 years in jail",news,news
1657,Delhi government denies allegations of irregularities by firm linked to Arvind Kejriwals kin,news,news
1658,Close Relations review  a family and a nation divided,news,news
1659,Donald Trump Had His First Dance On Stage And People Thought It Got Awkward,clickbait,clickbait
1660,15 Photos That Show What George Washington Was Really Thinking,clickbait,clickbait
1661,Talking Horses: best Thursday bets for Wincanton and Thurles,news,news
1662,The 15 Greatest Responses To A Text From Your Ex. #13 Should've Thought Twice,clickbait,clickbait
1663,Tesco hails turnaround as festive sales increase,news,news
1664,Thailand police deactivate bomb in Bangkok house,news,news
1665,China: Blast rocks Tianjin port city two months after fatal explosions,news,news
1666,"25 Gifts For Anyone Who Love ""Star Wars"" More Than Anything",clickbait,clickbait
1667,The Weirdest Google Image Street Views... What Were These People Thinking?,clickbait,clickbait
1668,"Judge: Dylann Roof's Decision To Represent Himself Is ""Foolhardy"" But Legal",clickbait,clickbait
1669,11 Extremely Useful Life Hacks You Need To Know,clickbait,clickbait
1670,People Are Obsessed With This High Schooler Who Made A Fierce Statement With His T-Shirt,clickbait,clickbait
1671,Trump's swearing-in comes amid parties and protests | The daily briefing,news,news
1672,Trump's People Told A Bakery To Completely Re-Create Obamas Inauguration Cake,clickbait,clickbait
1673,Ready Reckoner 2017: Mumbai legislators oppose hike in RR rates,news,news
1674,Women Are Sharing Their Photos Of Domestic Violence In This Powerful Project,clickbait,clickbait
1675,"Midsomer Murders review  like Bake Off with bunnies, but more menacing",news,news
1676,"Non-smoker women  have high prevalence of  breathing trouble, cough",news,news
1677,"52 Days Before Her Wedding, Her Fiance Died. What She Did Next Is Tragically Beautiful",clickbait,clickbait
1678,Shah Rukh Khan calls Virat Kohli Don; says MS Dhoni doesnt need to sledge,news,news
1679,32 Mindblowing Documentaries On Netflix To Binge-Watch On Your Day Off,clickbait,clickbait
1680,Global Abortion Activists Hope Maybe Trump Will Just Be Irrelevant,clickbait,clickbait
1681,26 Text Messages That Will Make You So Happy Cell Phones Were Invented. #4 Is TOO Funny,clickbait,clickbait
1682,Kolkata: 26-yr-old dialysis patient jumps off hospital terrace,news,news
1683,Slovenian avant-garde rock band Laibach makes North Korea debut,news,news
1684,Obama Asked To Pardon DREAMers Before Trump Takes Office,clickbait,clickbait
1685,Uttarakhand: A half-built capital waits for a government,news,news
1686,We Know Your Favorite Meal Of The Day Based On Random Questions,clickbait,clickbait
1687,"This Lecturer Had A Psychiatric Evaluation After Tweeting About Shooting ""Random White People""",clickbait,clickbait
1688,MCD workers strike: Arvind Kejriwal alleges financial irregularities in corporations,news,news
1689,"Kremlin hopes for rapport with US, but differences will stay",news,news
1690,Calls for ex-Rolls-Royce CEO to lose knighthood after firm admits bribery,news,news
1691,Gen. James Mattis to run Pentagon in President Donald Trumps new administration,news,news
1692,Global Warning: 24 hours on the climate change frontline as Trump becomes president  as it happened,news,news
1693,"China Victory Day: 30 heads of state to attend celebrations, Japan to skip",news,news
1694,"Jagdalpur Bhubaneswar Hirakhand Express derails: Railways suspect foul play, tampering of track",news,news
1695,Ghana's President Ripped Off A Bunch Of US Presidents In His Inaugural Speech,clickbait,clickbait
1696,"Ordinance cleared, stage set for Jallikattu today, but protests on",news,news
1697,17 Animals That Will Trip Out Your Mind...I Didn't Know There Was A Rainbow Cricket?!,clickbait,clickbait
1698,Talking Horses: best Wednesday bets for Kempton and Taunton,news,news
1699,"Woman CISF constable takes on chain snatchers, chases them away with brick",news,news
1700,In Pics: Miley's Outlandish Blunt-Smoking Award Acceptance,clickbait,clickbait
1701,Smartphone use ups dry-eye disease risk in kids,news,news
1702,10 Real Names Of Rappers Theyd Rather You Didnt Know,clickbait,clickbait
1703,The 11 Worst Food Fails That Happened This Year...Yep These Are Real,clickbait,clickbait
1704,These Aren't Like The Pop-Up Books You Had As A Child. They're Incredible Works Of Art,clickbait,clickbait
1705,These Guys Thought It Would Be Funny To Put Bouncy Balls On An Escalator...It Was,clickbait,clickbait
1706,"Trump Team ""Had Contacts"" With Russian Government During Campaign, Moscow Says",clickbait,clickbait
1707,Get Control of Sugar Now! by Paul McKenna  digested read | John Crace,news,news
1708,"Ever Heard Of Quokka? Meet Australia's Rarest, Happiest, and Most Adorable Animal",clickbait,clickbait
1709,First It Was A Typo In Congress  Now It Will Cost Real Jobs,clickbait,clickbait
1710,Trump's Education Secretary Nominee Struggles In Hearing,clickbait,clickbait
1711,HIV treatment may boost syphilis risk,news,news
1712,Pakistani businessman robbed of Rs 1.27 lakh by taxi driver in Kolkata,news,news
1713,The Women's March reminded us: we are not alone | Jessica Valenti,news,news
1714,RSS Muslim wing will host Kashmiri students to bring them on right path,news,news
1715,"How The ""Gilmore Girls"" Revival Handles Mental Health",clickbait,clickbait
1716,34 People Who Shop At Wal-Mart And Need To Get Their S*** Together,clickbait,clickbait
1717,"Singapore schools, F1 race on edge as bad haze persists",news,news
1718,Jagdalpur-Bhubaneswar Express derailment: Suresh Prabhu announces Rs 2 lakh for kin of deceased,news,news
1719,These Celebrity Impressions Are The Best Part About Christmas,clickbait,clickbait
1720,Where to pick a pack of fresh peppercorns? | Brief letters,news,news
1721,Brexit jitters mean less junk mail (and less money for the Royal Mail),news,news
1722,Trump Isn't Buying What The Intelligence Community Is Selling On Russia,clickbait,clickbait
1723,"We didnt execute our plans well enough, admits disappointed Eoin Morgan",news,news
1724,"No fake currency was seized from November 8 to December 30, Finance Ministry tells PAC",news,news
1725,We Reviewed 28 Of The Alleged Hateful Incidents After Trumps Win. Heres What We Found.,clickbait,clickbait
1726,This Guy Shaved Off His Fantasitc Beard And Snapchatted The Whole Process,clickbait,clickbait
1727,"Companies must share benefits of globalisation, Theresa May tells Davos",news,news
1728,16 Cats Who Have Fought The Bravest Of Battles. #3 Will Go Down In Cat History,clickbait,clickbait
1729,People Are Either Disgusted By Or Obsessed With This Burger That Looks Like An Exploding Zit,clickbait,clickbait
1730,Brandon Cant Dance: Graveyard of Good Times review  joyful and triumphant,news,news
1731,Is This Man Smart Enough To Face The Death Penalty?,clickbait,clickbait
1732,"2016 Was The Hottest Year. Yes, Greenhouse Gases Are To Blame",clickbait,clickbait
1733,21 Very Merry Christmas Bullet Journal Ideas,clickbait,clickbait
1734,Boat carrying 100 onboard capsizes off Malaysia,news,news
1735,Rod Culleton claims legal actions will save already vacant Senate seat,news,news
1736,Bangkok bomb unlikely to be work of international terrorists- junta,news,news
1737,9 Bizarre Beaches That Actually Exist,clickbait,clickbait
1738,Wayne Coyne on Miley Cyrus: 'She sends me pictures of herself peeing',news,news
1739,27 Hilarious Test Answers That Aren't Technically Wrong...The Kid Who Wrote #8 Is A Genius,clickbait,clickbait
1740,25 Films That Will Surprisingly Have Been Released A Decade Ago In 2017,clickbait,clickbait
1741,Singer George Michael Dies At 53,clickbait,clickbait
1742,Gen. Mattis Says He Has No Plans To Repeal LGBT Military Service,clickbait,clickbait
1743,"A Lab Accidentally Released The Medical Reports Of 43,000 People, Including HIV Patients",clickbait,clickbait
1744,"We always celebrate the argumentative Indian, not the intolerant: President Pranab Mukherjee",news,news
1745,Man of Iron: Thomas Telford and the Building of Britain by Julian Glover review  the colossus of roads,news,news
1746,Nintendo Switch: hands-on with the world's strangest games console,news,news
1747,"Are You More Lois Lane Or Chloe Sullivan From ""Smallville""?",clickbait,clickbait
1748,"BJP leader Manish Sharma among 7 held with Rs 33 lakh, illegal firearms; in custody till Dec 9",news,news
1749,In Pics: Amazing Sh*t Cut In Half,clickbait,clickbait
1750,9 Things That Prove Chipotle Is Feeding Us Lies. #2 Made Me Cringe,clickbait,clickbait
1751,"From Marilynne Robinson to Richard Ford, six writers in search of Trump's America",news,news
1752,Transgender Student Files Federal Complaint Against School District For Banning Him From The Boy,clickbait,clickbait
1753,"Mumbai: As cricket club raises its boundaries, there is relief all around",news,news
1754,"Now, vaccine to help immunise people against fake news",news,news
1755,Taiwan swipe card with porn star image sells out in 4 hours,news,news
1756,May can think big all she likes. Britains about to find out just how small it is | Rafael Behr,news,news
1757,"With favorites out, Milos Raonic has opening for slam breakthrough",news,news
1758,Watch: Virat Kohlis heart touching message after winning the series over England,news,news
1759,"Virat Kohlis ODI captaincy reign starts with England series win, watch video",news,news
1760,Aftermath of Partition disrupted Indian culture: Saeed Naqvi,news,news
1761,Pound hits five-week high as Trump fears weaken dollar  business live,news,news
1762,Trump's Health Secretary Nominee Sought Special Treatment For Industry Donors,clickbait,clickbait
1763,"Believe it or not, Barack Obama had Israel's best interest at heart | Avi Shlaim",news,news
1764,Have You Ever Seen A Dog Herd Emus? You Need To See This,clickbait,clickbait
1765,Nagpur: 3-member team to probe missing tiger case,news,news
1766,These People Attended The Re-Opening Of The Bataclan A Year After The Paris Attacks,clickbait,clickbait
1767,Ikea Reaches $50 Million Settlement After Deaths Of Three Toddlers,clickbait,clickbait
1768,"On Netajis 120th birth anniversary, PM Modi pays tribute, makes classified files available on website",news,news
